protein_a,protein_b,similarity_bf,similarity_cc,similarity_mf,similarity_avg
YLR291C,YLR292C,0.326,0.559,0.529,0.4713333333333334
YLR291C,YLR292C,0.326,0.559,0.529,0.4713333333333334
YLR291C,YLR293C,0.462,0.418,0.699,0.5263333333333333
YLR291C,YLR293C,0.462,0.418,0.699,0.5263333333333333
YLR291C,YLR294C,0.27,0.432,0.117,0.27299999999999996
YLR291C,YLR294C,0.27,0.432,0.117,0.27299999999999996
YLR292C,YLR292C,1,1,1,1
YLR292C,YLR292C,1,1,1,1
YLR292C,YLR293C,0.45,0.643,0.661,0.5846666666666667
YLR292C,YLR293C,0.45,0.643,0.661,0.5846666666666667
YLR292C,YLR294C,0.221,0.634,0.234,0.363
YLR292C,YLR294C,0.221,0.634,0.234,0.363
YLR292C,YLR233C,0.239,0.588,0.222,0.3496666666666666
YLR292C,YLR233C,0.239,0.588,0.222,0.3496666666666666
YLR292C,YLR234W,0.256,0.592,0.215,0.35433333333333333
YLR292C,YLR234W,0.256,0.592,0.215,0.35433333333333333
YLR292C,YLR262C,0.451,0.625,0.448,0.508
YLR292C,YLR262C,0.451,0.625,0.448,0.508
YLR292C,YLR264W,0.238,0.439,0.326,0.33433333333333337
YLR292C,YLR264W,0.238,0.439,0.326,0.33433333333333337
YLR292C,YLR265C,0.288,0.534,0.258,0.36000000000000004
YLR292C,YLR265C,0.288,0.534,0.258,0.36000000000000004
YLR292C,YLR268W,0.408,0.751,0.531,0.5633333333333334
YLR292C,YLR268W,0.408,0.751,0.531,0.5633333333333334
YLR292C,YLR270W,0.234,0.351,0.235,0.2733333333333333
YLR292C,YLR270W,0.234,0.351,0.235,0.2733333333333333
YLR292C,YLR272C,0.266,0.574,0.39,0.41
YLR292C,YLR272C,0.266,0.574,0.39,0.41
YLR292C,YLR273C,0.25,0.365,0.173,0.26266666666666666
YLR292C,YLR273C,0.25,0.365,0.173,0.26266666666666666
YLR292C,YLR210W,0.267,0.473,0.316,0.35200000000000004
YLR292C,YLR210W,0.267,0.473,0.316,0.35200000000000004
YLR292C,YLR212C,0.309,0.565,0.425,0.433
YLR292C,YLR212C,0.309,0.565,0.425,0.433
YLR292C,YLR213C,0.211,0.29,0.174,0.225
YLR292C,YLR213C,0.211,0.29,0.174,0.225
YLR292C,YLR238W,0.261,0.559,0.101,0.307
YLR292C,YLR238W,0.261,0.559,0.101,0.307
YLR292C,YLR239C,0.214,0.495,0.17,0.293
YLR292C,YLR239C,0.214,0.495,0.17,0.293
YLR292C,YLR240W,0.339,0.599,0.266,0.4013333333333333
YLR292C,YLR240W,0.339,0.599,0.266,0.4013333333333333
YLR292C,YLR242C,0.221,0.828,0.205,0.418
YLR292C,YLR242C,0.221,0.828,0.205,0.418
YLR292C,YLR243W,0.195,0.522,0.339,0.35200000000000004
YLR292C,YLR243W,0.195,0.522,0.339,0.35200000000000004
YLR292C,YLR244C,0.181,0.364,0.277,0.27399999999999997
YLR292C,YLR244C,0.181,0.364,0.277,0.27399999999999997
YLR292C,YLR246W,0.219,0.771,0.138,0.37600000000000006
YLR292C,YLR246W,0.219,0.771,0.138,0.37600000000000006
YLR292C,YLR247C,0.268,0.448,0.272,0.3293333333333333
YLR292C,YLR247C,0.268,0.448,0.272,0.3293333333333333
YLR292C,YLR248W,0.298,0.35,0.341,0.3296666666666666
YLR292C,YLR248W,0.298,0.35,0.341,0.3296666666666666
YLR292C,YLR249W,0.255,0.531,0.245,0.34366666666666673
YLR292C,YLR249W,0.255,0.531,0.245,0.34366666666666673
YLR292C,YLR250W,0.323,0.775,0.481,0.5263333333333334
YLR292C,YLR250W,0.323,0.775,0.481,0.5263333333333334
YLR292C,YLR251W,0.417,0.529,0.126,0.35733333333333334
YLR292C,YLR251W,0.417,0.529,0.126,0.35733333333333334
YLR292C,YLR189C,0.359,0.599,0.221,0.393
YLR292C,YLR189C,0.359,0.599,0.221,0.393
YLR292C,YLR190W,0.28,0.482,0.318,0.36000000000000004
YLR292C,YLR190W,0.28,0.482,0.318,0.36000000000000004
YLR292C,YLR214W,0.257,0.595,0.279,0.377
YLR292C,YLR214W,0.257,0.595,0.279,0.377
YLR292C,YLR215C,0.248,0.394,0.312,0.318
YLR292C,YLR215C,0.248,0.394,0.312,0.318
YLR292C,YLR218C,0.376,0.684,0.261,0.4403333333333334
YLR292C,YLR218C,0.376,0.684,0.261,0.4403333333333334
YLR292C,YLR221C,0.175,0.41,0.186,0.25699999999999995
YLR292C,YLR221C,0.175,0.41,0.186,0.25699999999999995
YLR292C,YLR223C,0.22,0.564,0.244,0.3426666666666667
YLR292C,YLR223C,0.22,0.564,0.244,0.3426666666666667
YLR292C,YLR224W,0.261,0.388,0.437,0.36200000000000004
YLR292C,YLR224W,0.261,0.388,0.437,0.36200000000000004
YLR292C,YLR226W,0.234,0.537,0.202,0.32433333333333336
YLR292C,YLR226W,0.234,0.537,0.202,0.32433333333333336
YLR292C,YLR227C,0.224,0.397,0.241,0.28733333333333333
YLR292C,YLR227C,0.224,0.397,0.241,0.28733333333333333
YLR292C,YLR229C,0.296,0.38,0.46,0.37866666666666665
YLR292C,YLR229C,0.296,0.38,0.46,0.37866666666666665
YLR292C,YLR230W,0.169,0.493,0.115,0.259
YLR292C,YLR230W,0.169,0.493,0.115,0.259
YLR292C,YLR167W,0.244,0.439,0.326,0.3363333333333334
YLR292C,YLR167W,0.244,0.439,0.326,0.3363333333333334
YLR292C,YLR168C,0.286,0.616,0.258,0.38666666666666666
YLR292C,YLR168C,0.286,0.616,0.258,0.38666666666666666
YLR292C,YLR191W,0.485,0.551,0.438,0.49133333333333334
YLR292C,YLR191W,0.485,0.551,0.438,0.49133333333333334
YLR292C,YLR192C,0.223,0.483,0.327,0.3443333333333333
YLR292C,YLR192C,0.223,0.483,0.327,0.3443333333333333
YLR292C,YLR193C,0.292,0.617,0.272,0.39366666666666666
YLR292C,YLR193C,0.292,0.617,0.272,0.39366666666666666
YLR292C,YLR196W,0.149,0.42,0.204,0.25766666666666665
YLR292C,YLR196W,0.149,0.42,0.204,0.25766666666666665
YLR292C,YLR197W,0.123,0.416,0.204,0.24766666666666662
YLR292C,YLR197W,0.123,0.416,0.204,0.24766666666666662
YLR292C,YLR198C,0.188,0.403,0.238,0.2763333333333333
YLR292C,YLR198C,0.188,0.403,0.238,0.2763333333333333
YLR292C,YLR199C,0.299,0.666,0.1,0.35500000000000004
YLR292C,YLR199C,0.299,0.666,0.1,0.35500000000000004
YLR292C,YLR200W,0.181,0.346,0.57,0.36566666666666664
YLR292C,YLR200W,0.181,0.346,0.57,0.36566666666666664
YLR292C,YLR203C,0.219,0.624,0.292,0.37833333333333335
YLR292C,YLR203C,0.219,0.624,0.292,0.37833333333333335
YLR292C,YLR206W,0.278,0.514,0.437,0.4096666666666667
YLR292C,YLR206W,0.278,0.514,0.437,0.4096666666666667
YLR292C,YLR207W,0.553,0.858,0.531,0.6473333333333334
YLR292C,YLR207W,0.553,0.858,0.531,0.6473333333333334
YLR292C,YLR208W,0.391,0.745,0.261,0.46566666666666673
YLR292C,YLR208W,0.391,0.745,0.261,0.46566666666666673
YLR292C,YLR170C,0.389,0.574,0.7,0.5543333333333332
YLR292C,YLR170C,0.389,0.574,0.7,0.5543333333333332
YLR292C,YLR174W,0.224,0.552,0.283,0.353
YLR292C,YLR174W,0.224,0.552,0.283,0.353
YLR292C,YLR175W,0.145,0.482,0.208,0.2783333333333333
YLR292C,YLR175W,0.145,0.482,0.208,0.2783333333333333
YLR292C,YLR176C,0.238,0.485,0.322,0.34833333333333333
YLR292C,YLR176C,0.238,0.485,0.322,0.34833333333333333
YLR292C,YLR178C,0.253,0.566,0.148,0.3223333333333333
YLR292C,YLR178C,0.253,0.566,0.148,0.3223333333333333
YLR292C,YLR179C,0.177,0.439,0.214,0.27666666666666667
YLR292C,YLR179C,0.177,0.439,0.214,0.27666666666666667
YLR292C,YLR180W,0.21,0.526,0.293,0.34299999999999997
YLR292C,YLR180W,0.21,0.526,0.293,0.34299999999999997
YLR292C,YLR181C,0.488,0.611,0.246,0.4483333333333333
YLR292C,YLR181C,0.488,0.611,0.246,0.4483333333333333
YLR292C,YLR182W,0.227,0.546,0.287,0.35333333333333333
YLR292C,YLR182W,0.227,0.546,0.287,0.35333333333333333
YLR292C,YLR183C,0.238,0.453,0.257,0.316
YLR292C,YLR183C,0.238,0.453,0.257,0.316
YLR292C,YLR185W,0.146,0.443,0.337,0.30866666666666664
YLR292C,YLR185W,0.146,0.443,0.337,0.30866666666666664
YLR292C,YLR186W,0.129,0.443,0.185,0.25233333333333335
YLR292C,YLR186W,0.129,0.443,0.185,0.25233333333333335
YLR292C,YLR188W,0.342,0.626,0.336,0.4346666666666667
YLR292C,YLR188W,0.342,0.626,0.336,0.4346666666666667
YLR292C,YLR141W,0.149,0.475,0.246,0.29
YLR292C,YLR141W,0.149,0.475,0.246,0.29
YLR292C,YLR144C,0.202,0.469,0.129,0.26666666666666666
YLR292C,YLR144C,0.202,0.469,0.129,0.26666666666666666
YLR292C,YLR145W,0.149,0.516,0.28,0.315
YLR292C,YLR145W,0.149,0.516,0.28,0.315
YLR292C,YLR147C,0.146,0.558,0.199,0.301
YLR292C,YLR147C,0.146,0.558,0.199,0.301
YLR292C,YLR148W,0.402,0.65,0.495,0.5156666666666667
YLR292C,YLR148W,0.402,0.65,0.495,0.5156666666666667
YLR292C,YLR150W,0.257,0.5,0.249,0.3353333333333333
YLR292C,YLR150W,0.257,0.5,0.249,0.3353333333333333
YLR292C,YLR151C,0.304,0.574,0.202,0.35999999999999993
YLR292C,YLR151C,0.304,0.574,0.202,0.35999999999999993
YLR292C,YLR163C,0.295,0.649,0.304,0.416
YLR292C,YLR163C,0.295,0.649,0.304,0.416
YLR292C,YLR164W,0.199,0.676,0.298,0.391
YLR292C,YLR164W,0.199,0.676,0.298,0.391
YLR292C,YLR119W,0.483,0.673,0.452,0.536
YLR292C,YLR119W,0.483,0.673,0.452,0.536
YLR292C,YLR120C,0.268,0.466,0.122,0.28533333333333333
YLR292C,YLR120C,0.268,0.466,0.122,0.28533333333333333
YLR292C,YLR128W,0.273,0.304,0.387,0.3213333333333333
YLR292C,YLR128W,0.273,0.304,0.387,0.3213333333333333
YLR292C,YLR129W,0.131,0.431,0.264,0.2753333333333334
YLR292C,YLR129W,0.131,0.431,0.264,0.2753333333333334
YLR292C,YLR130C,0.253,0.649,0.28,0.39399999999999996
YLR292C,YLR130C,0.253,0.649,0.28,0.39399999999999996
YLR292C,YLR131C,0.229,0.395,0.324,0.316
YLR292C,YLR131C,0.229,0.395,0.324,0.316
YLR292C,YLR132C,0.159,0.619,0.147,0.30833333333333335
YLR292C,YLR132C,0.159,0.619,0.147,0.30833333333333335
YLR292C,YLR135W,0.255,0.577,0.196,0.3426666666666667
YLR292C,YLR135W,0.255,0.577,0.196,0.3426666666666667
YLR292C,YLR166C,0.313,0.469,0.338,0.37333333333333335
YLR292C,YLR166C,0.313,0.469,0.338,0.37333333333333335
YLR292C,YLR253W,0.208,0.568,0.246,0.3406666666666666
YLR292C,YLR253W,0.208,0.568,0.246,0.3406666666666666
YLR292C,YLR254C,0.293,0.487,0.354,0.37799999999999995
YLR292C,YLR254C,0.293,0.487,0.354,0.37799999999999995
YLR292C,YLR258W,0.228,0.445,0.185,0.28600000000000003
YLR292C,YLR258W,0.228,0.445,0.185,0.28600000000000003
YLR292C,YLR259C,0.462,0.648,0.51,0.54
YLR292C,YLR259C,0.462,0.648,0.51,0.54
YLR292C,YLR260W,0.2,0.767,0.176,0.381
YLR292C,YLR260W,0.2,0.767,0.176,0.381
YLR292C,YLR284C,0.208,0.473,0.217,0.2993333333333333
YLR292C,YLR284C,0.208,0.473,0.217,0.2993333333333333
YLR292C,YLR286C,0.226,0.436,0.191,0.2843333333333333
YLR292C,YLR286C,0.226,0.436,0.191,0.2843333333333333
YLR292C,YLR288C,0.256,0.507,0.258,0.3403333333333333
YLR292C,YLR288C,0.256,0.507,0.258,0.3403333333333333
YLR292C,YLR289W,0.203,0.518,0.242,0.321
YLR292C,YLR289W,0.203,0.518,0.242,0.321
YLR292C,YLR291C,0.326,0.559,0.529,0.4713333333333334
YLR292C,YLR291C,0.326,0.559,0.529,0.4713333333333334
YLR292C,YLR292C,1,1,1,1
YLR292C,YLR292C,1,1,1,1
YLR292C,YLR293C,0.45,0.643,0.661,0.5846666666666667
YLR292C,YLR293C,0.45,0.643,0.661,0.5846666666666667
YLR292C,YLR294C,0.221,0.634,0.234,0.363
YLR292C,YLR294C,0.221,0.634,0.234,0.363
YLR293C,YLR293C,1,1,1,1
YLR293C,YLR293C,1,1,1,1
YLR293C,YLR294C,0.28,0.488,0.184,0.3173333333333333
YLR293C,YLR294C,0.28,0.488,0.184,0.3173333333333333
YLR293C,YLR233C,0.458,0.735,0.335,0.5093333333333333
YLR293C,YLR233C,0.458,0.735,0.335,0.5093333333333333
YLR293C,YLR234W,0.377,0.808,0.346,0.5103333333333334
YLR293C,YLR234W,0.377,0.808,0.346,0.5103333333333334
YLR293C,YLR262C,0.555,0.574,0.709,0.6126666666666667
YLR293C,YLR262C,0.555,0.574,0.709,0.6126666666666667
YLR293C,YLR264W,0.488,0.456,0.47,0.4713333333333333
YLR293C,YLR264W,0.488,0.456,0.47,0.4713333333333333
YLR293C,YLR265C,0.417,0.773,0.403,0.531
YLR293C,YLR265C,0.417,0.773,0.403,0.531
YLR293C,YLR268W,0.511,0.642,0.622,0.5916666666666667
YLR293C,YLR268W,0.511,0.642,0.622,0.5916666666666667
YLR293C,YLR270W,0.252,0.358,0.326,0.312
YLR293C,YLR270W,0.252,0.358,0.326,0.312
YLR293C,YLR272C,0.428,0.742,0.621,0.597
YLR293C,YLR272C,0.428,0.742,0.621,0.597
YLR293C,YLR273C,0.323,0.282,0.255,0.2866666666666667
YLR293C,YLR273C,0.323,0.282,0.255,0.2866666666666667
YLR293C,YLR210W,0.469,0.638,0.481,0.5293333333333333
YLR293C,YLR210W,0.469,0.638,0.481,0.5293333333333333
YLR293C,YLR212C,0.51,0.646,0.496,0.5506666666666667
YLR293C,YLR212C,0.51,0.646,0.496,0.5506666666666667
YLR293C,YLR213C,0.23,0.276,0.238,0.248
YLR293C,YLR213C,0.23,0.276,0.238,0.248
YLR293C,YLR238W,0.331,0.485,0.169,0.32833333333333337
YLR293C,YLR238W,0.331,0.485,0.169,0.32833333333333337
YLR293C,YLR239C,0.221,0.461,0.256,0.3126666666666667
YLR293C,YLR239C,0.221,0.461,0.256,0.3126666666666667
YLR293C,YLR240W,0.526,0.532,0.364,0.47400000000000003
YLR293C,YLR240W,0.526,0.532,0.364,0.47400000000000003
YLR293C,YLR242C,0.224,0.596,0.287,0.369
YLR293C,YLR242C,0.224,0.596,0.287,0.369
YLR293C,YLR243W,0.362,0.657,0.468,0.4956666666666667
YLR293C,YLR243W,0.362,0.657,0.468,0.4956666666666667
YLR293C,YLR244C,0.169,0.346,0.42,0.3116666666666667
YLR293C,YLR244C,0.169,0.346,0.42,0.3116666666666667
YLR293C,YLR246W,0.24,0.492,0.191,0.3076666666666667
YLR293C,YLR246W,0.24,0.492,0.191,0.3076666666666667
YLR293C,YLR247C,0.323,0.538,0.356,0.4056666666666667
YLR293C,YLR247C,0.323,0.538,0.356,0.4056666666666667
YLR293C,YLR248W,0.355,0.366,0.456,0.39233333333333337
YLR293C,YLR248W,0.355,0.366,0.456,0.39233333333333337
YLR293C,YLR249W,0.554,0.483,0.364,0.4669999999999999
YLR293C,YLR249W,0.554,0.483,0.364,0.4669999999999999
YLR293C,YLR250W,0.401,0.67,0.764,0.6116666666666667
YLR293C,YLR250W,0.401,0.67,0.764,0.6116666666666667
YLR293C,YLR251W,0.288,0.482,0.205,0.325
YLR293C,YLR251W,0.288,0.482,0.205,0.325
YLR293C,YLR189C,0.499,0.554,0.312,0.455
YLR293C,YLR189C,0.499,0.554,0.312,0.455
YLR293C,YLR190W,0.408,0.465,0.472,0.4483333333333333
YLR293C,YLR190W,0.408,0.465,0.472,0.4483333333333333
YLR293C,YLR214W,0.309,0.583,0.328,0.4066666666666667
YLR293C,YLR214W,0.309,0.583,0.328,0.4066666666666667
YLR293C,YLR215C,0.482,0.301,0.457,0.41333333333333333
YLR293C,YLR215C,0.482,0.301,0.457,0.41333333333333333
YLR293C,YLR218C,0.436,0.639,0.364,0.4796666666666667
YLR293C,YLR218C,0.436,0.639,0.364,0.4796666666666667
YLR293C,YLR221C,0.273,0.57,0.253,0.36533333333333334
YLR293C,YLR221C,0.273,0.57,0.253,0.36533333333333334
YLR293C,YLR223C,0.479,0.748,0.346,0.5243333333333333
YLR293C,YLR223C,0.479,0.748,0.346,0.5243333333333333
YLR293C,YLR224W,0.283,0.459,0.502,0.4146666666666667
YLR293C,YLR224W,0.283,0.459,0.502,0.4146666666666667
YLR293C,YLR226W,0.446,0.684,0.309,0.4796666666666667
YLR293C,YLR226W,0.446,0.684,0.309,0.4796666666666667
YLR293C,YLR227C,0.376,0.501,0.309,0.3953333333333333
YLR293C,YLR227C,0.376,0.501,0.309,0.3953333333333333
YLR293C,YLR229C,0.464,0.484,0.747,0.565
YLR293C,YLR229C,0.464,0.484,0.747,0.565
YLR293C,YLR230W,0.155,0.564,0.162,0.2936666666666667
YLR293C,YLR230W,0.155,0.564,0.162,0.2936666666666667
YLR293C,YLR167W,0.475,0.454,0.47,0.4663333333333333
YLR293C,YLR167W,0.475,0.454,0.47,0.4663333333333333
YLR293C,YLR168C,0.36,0.656,0.233,0.4163333333333334
YLR293C,YLR168C,0.36,0.656,0.233,0.4163333333333334
YLR293C,YLR191W,0.475,0.434,0.557,0.48866666666666675
YLR293C,YLR191W,0.475,0.434,0.557,0.48866666666666675
YLR293C,YLR192C,0.336,0.46,0.417,0.4043333333333334
YLR293C,YLR192C,0.336,0.46,0.417,0.4043333333333334
YLR293C,YLR193C,0.433,0.651,0.253,0.4456666666666667
YLR293C,YLR193C,0.433,0.651,0.253,0.4456666666666667
YLR293C,YLR196W,0.238,0.556,0.267,0.35366666666666663
YLR293C,YLR196W,0.238,0.556,0.267,0.35366666666666663
YLR293C,YLR197W,0.137,0.561,0.267,0.3216666666666667
YLR293C,YLR197W,0.137,0.561,0.267,0.3216666666666667
YLR293C,YLR198C,0.28,0.555,0.388,0.4076666666666667
YLR293C,YLR198C,0.28,0.555,0.388,0.4076666666666667
YLR293C,YLR199C,0.235,0.541,0.162,0.3126666666666667
YLR293C,YLR199C,0.235,0.541,0.162,0.3126666666666667
YLR293C,YLR200W,0.347,0.157,0.552,0.35200000000000004
YLR293C,YLR200W,0.347,0.157,0.552,0.35200000000000004
YLR293C,YLR203C,0.291,0.574,0.314,0.393
YLR293C,YLR203C,0.291,0.574,0.314,0.393
YLR293C,YLR206W,0.461,0.522,0.541,0.508
YLR293C,YLR206W,0.461,0.522,0.541,0.508
YLR293C,YLR207W,0.467,0.573,0.579,0.5396666666666666
YLR293C,YLR207W,0.467,0.573,0.579,0.5396666666666666
YLR293C,YLR208W,0.725,0.665,0.344,0.578
YLR293C,YLR208W,0.725,0.665,0.344,0.578
YLR293C,YLR170C,0.45,0.471,0.701,0.5406666666666666
YLR293C,YLR170C,0.45,0.471,0.701,0.5406666666666666
YLR293C,YLR174W,0.208,0.563,0.42,0.39699999999999996
YLR293C,YLR174W,0.208,0.563,0.42,0.39699999999999996
YLR293C,YLR175W,0.217,0.584,0.277,0.3593333333333333
YLR293C,YLR175W,0.217,0.584,0.277,0.3593333333333333
YLR293C,YLR176C,0.416,0.571,0.454,0.4803333333333333
YLR293C,YLR176C,0.416,0.571,0.454,0.4803333333333333
YLR293C,YLR178C,0.198,0.569,0.201,0.32266666666666666
YLR293C,YLR178C,0.198,0.569,0.201,0.32266666666666666
YLR293C,YLR179C,0.174,0.474,0.34,0.3293333333333333
YLR293C,YLR179C,0.174,0.474,0.34,0.3293333333333333
YLR293C,YLR180W,0.236,0.413,0.447,0.36533333333333334
YLR293C,YLR180W,0.236,0.413,0.447,0.36533333333333334
YLR293C,YLR181C,0.525,0.524,0.385,0.478
YLR293C,YLR181C,0.525,0.524,0.385,0.478
YLR293C,YLR182W,0.423,0.612,0.39,0.4749999999999999
YLR293C,YLR182W,0.423,0.612,0.39,0.4749999999999999
YLR293C,YLR183C,0.443,0.621,0.365,0.47633333333333333
YLR293C,YLR183C,0.443,0.621,0.365,0.47633333333333333
YLR293C,YLR185W,0.233,0.461,0.477,0.39033333333333337
YLR293C,YLR185W,0.233,0.461,0.477,0.39033333333333337
YLR293C,YLR186W,0.211,0.58,0.247,0.3459999999999999
YLR293C,YLR186W,0.211,0.58,0.247,0.3459999999999999
YLR293C,YLR188W,0.388,0.649,0.357,0.4646666666666666
YLR293C,YLR188W,0.388,0.649,0.357,0.4646666666666666
YLR293C,YLR141W,0.239,0.658,0.372,0.42300000000000004
YLR293C,YLR141W,0.239,0.658,0.372,0.42300000000000004
YLR293C,YLR144C,0.249,0.451,0.169,0.2896666666666667
YLR293C,YLR144C,0.249,0.451,0.169,0.2896666666666667
YLR293C,YLR145W,0.152,0.548,0.422,0.37400000000000005
YLR293C,YLR145W,0.152,0.548,0.422,0.37400000000000005
YLR293C,YLR147C,0.222,0.586,0.255,0.35433333333333333
YLR293C,YLR147C,0.222,0.586,0.255,0.35433333333333333
YLR293C,YLR148W,0.603,0.543,0.636,0.594
YLR293C,YLR148W,0.603,0.543,0.636,0.594
YLR293C,YLR150W,0.528,0.511,0.331,0.4566666666666667
YLR293C,YLR150W,0.528,0.511,0.331,0.4566666666666667
YLR293C,YLR151C,0.296,0.555,0.289,0.37999999999999995
YLR293C,YLR151C,0.296,0.555,0.289,0.37999999999999995
YLR293C,YLR163C,0.417,0.543,0.396,0.45199999999999996
YLR293C,YLR163C,0.417,0.543,0.396,0.45199999999999996
YLR293C,YLR164W,0.194,0.588,0.439,0.40700000000000003
YLR293C,YLR164W,0.194,0.588,0.439,0.40700000000000003
YLR293C,YLR119W,0.557,0.496,0.499,0.5173333333333333
YLR293C,YLR119W,0.557,0.496,0.499,0.5173333333333333
YLR293C,YLR120C,0.256,0.452,0.166,0.29133333333333333
YLR293C,YLR120C,0.256,0.452,0.166,0.29133333333333333
YLR293C,YLR128W,0.318,0.328,0.514,0.3866666666666667
YLR293C,YLR128W,0.318,0.328,0.514,0.3866666666666667
YLR293C,YLR129W,0.216,0.598,0.423,0.4123333333333333
YLR293C,YLR129W,0.216,0.598,0.423,0.4123333333333333
YLR293C,YLR130C,0.316,0.66,0.28,0.4186666666666667
YLR293C,YLR130C,0.316,0.66,0.28,0.4186666666666667
YLR293C,YLR131C,0.468,0.575,0.468,0.5036666666666666
YLR293C,YLR131C,0.468,0.575,0.468,0.5036666666666666
YLR293C,YLR132C,0.158,0.642,0.2,0.3333333333333333
YLR293C,YLR132C,0.158,0.642,0.2,0.3333333333333333
YLR293C,YLR135W,0.358,0.785,0.32,0.4876666666666667
YLR293C,YLR135W,0.358,0.785,0.32,0.4876666666666667
YLR293C,YLR166C,0.486,0.408,0.495,0.4629999999999999
YLR293C,YLR166C,0.486,0.408,0.495,0.4629999999999999
YLR293C,YLR253W,0.235,0.578,0.366,0.39299999999999996
YLR293C,YLR253W,0.235,0.578,0.366,0.39299999999999996
YLR293C,YLR254C,0.474,0.548,0.435,0.4856666666666667
YLR293C,YLR254C,0.474,0.548,0.435,0.4856666666666667
YLR293C,YLR258W,0.185,0.334,0.268,0.26233333333333336
YLR293C,YLR258W,0.185,0.334,0.268,0.26233333333333336
YLR293C,YLR259C,0.516,0.625,0.527,0.556
YLR293C,YLR259C,0.516,0.625,0.527,0.556
YLR293C,YLR260W,0.174,0.625,0.261,0.35333333333333333
YLR293C,YLR260W,0.174,0.625,0.261,0.35333333333333333
YLR293C,YLR284C,0.174,0.517,0.301,0.33066666666666666
YLR293C,YLR284C,0.174,0.517,0.301,0.33066666666666666
YLR293C,YLR286C,0.313,0.424,0.28,0.33899999999999997
YLR293C,YLR286C,0.313,0.424,0.28,0.33899999999999997
YLR293C,YLR288C,0.394,0.815,0.38,0.5296666666666666
YLR293C,YLR288C,0.394,0.815,0.38,0.5296666666666666
YLR293C,YLR289W,0.167,0.608,0.318,0.36433333333333334
YLR293C,YLR289W,0.167,0.608,0.318,0.36433333333333334
YLR293C,YLR291C,0.462,0.418,0.699,0.5263333333333333
YLR293C,YLR291C,0.462,0.418,0.699,0.5263333333333333
YLR293C,YLR292C,0.45,0.643,0.661,0.5846666666666667
YLR293C,YLR292C,0.45,0.643,0.661,0.5846666666666667
YLR293C,YLR293C,1,1,1,1
YLR293C,YLR293C,1,1,1,1
YLR293C,YLR294C,0.28,0.488,0.184,0.3173333333333333
YLR293C,YLR294C,0.28,0.488,0.184,0.3173333333333333
YLR294C,YLR294C,1,1,1,1
YLR294C,YLR294C,1,1,1,1
YLR294C,YLR233C,0.361,0.408,0.115,0.29466666666666663
YLR294C,YLR233C,0.361,0.408,0.115,0.29466666666666663
YLR294C,YLR234W,0.39,0.419,0.115,0.308
YLR294C,YLR234W,0.39,0.419,0.115,0.308
YLR294C,YLR262C,0.231,0.49,0.102,0.2743333333333333
YLR294C,YLR262C,0.231,0.49,0.102,0.2743333333333333
YLR294C,YLR264W,0.313,0.327,0.109,0.24966666666666668
YLR294C,YLR264W,0.313,0.327,0.109,0.24966666666666668
YLR294C,YLR265C,0.447,0.391,0.123,0.32033333333333336
YLR294C,YLR265C,0.447,0.391,0.123,0.32033333333333336
YLR294C,YLR268W,0.321,0.525,0.122,0.3226666666666667
YLR294C,YLR268W,0.321,0.525,0.122,0.3226666666666667
YLR294C,YLR270W,0.3,0.269,0.155,0.24133333333333332
YLR294C,YLR270W,0.3,0.269,0.155,0.24133333333333332
YLR294C,YLR272C,0.406,0.409,0.093,0.30266666666666664
YLR294C,YLR272C,0.406,0.409,0.093,0.30266666666666664
YLR294C,YLR273C,0.277,0.341,0.101,0.2396666666666667
YLR294C,YLR273C,0.277,0.341,0.101,0.2396666666666667
YLR294C,YLR210W,0.342,0.372,0.118,0.2773333333333333
YLR294C,YLR210W,0.342,0.372,0.118,0.2773333333333333
YLR294C,YLR212C,0.389,0.407,0.097,0.2976666666666667
YLR294C,YLR212C,0.389,0.407,0.097,0.2976666666666667
YLR294C,YLR213C,0.258,0.268,0.177,0.23433333333333337
YLR294C,YLR213C,0.258,0.268,0.177,0.23433333333333337
YLR294C,YLR238W,0.288,0.378,0.12,0.26199999999999996
YLR294C,YLR238W,0.288,0.378,0.12,0.26199999999999996
YLR294C,YLR239C,0.358,0.456,0.166,0.3266666666666667
YLR294C,YLR239C,0.358,0.456,0.166,0.3266666666666667
YLR294C,YLR240W,0.363,0.48,0.134,0.32566666666666666
YLR294C,YLR240W,0.363,0.48,0.134,0.32566666666666666
YLR294C,YLR242C,0.334,0.548,0.193,0.3583333333333334
YLR294C,YLR242C,0.334,0.548,0.193,0.3583333333333334
YLR294C,YLR243W,0.358,0.414,0.141,0.30433333333333334
YLR294C,YLR243W,0.358,0.414,0.141,0.30433333333333334
YLR294C,YLR244C,0.286,0.233,0.162,0.227
YLR294C,YLR244C,0.286,0.233,0.162,0.227
YLR294C,YLR246W,0.209,0.503,0.096,0.2693333333333333
YLR294C,YLR246W,0.209,0.503,0.096,0.2693333333333333
YLR294C,YLR247C,0.404,0.389,0.14,0.311
YLR294C,YLR247C,0.404,0.389,0.14,0.311
YLR294C,YLR248W,0.23,0.294,0.108,0.21066666666666667
YLR294C,YLR248W,0.23,0.294,0.108,0.21066666666666667
YLR294C,YLR249W,0.259,0.405,0.092,0.252
YLR294C,YLR249W,0.259,0.405,0.092,0.252
YLR294C,YLR250W,0.145,0.512,0.115,0.25733333333333336
YLR294C,YLR250W,0.145,0.512,0.115,0.25733333333333336
